Rank,Title,Best Quartile,Publisher,Core Collection
2503,Viruses,Q1,,
2504,International Journal of Public Health,Q1,Frontiers Media Sa,Science Citation Index Expanded | Social Sciences Citation Index
2505,mSphere,Q1,Amer Soc Microbiology,Science Citation Index Expanded
2506,Journal of Pathology: Clinical Research,Q1,,
2507,Empirical Software Engineering,Q1,Springer,Science Citation Index Expanded
2508,Journal of Optical Communications and Networking,Q1,Optica Publishing Group,Science Citation Index Expanded
2509,International Journal of Entrepreneurial Behaviour and Research,Q1,,
2510,Vehicle System Dynamics,Q1,Taylor & Francis Ltd,Science Citation Index Expanded
2511,Bulletin of the Seismological Society of America,Q1,Seismological Soc Amer,Science Citation Index Expanded
2512,Family Medicine and Community Health,Q1,Bmj Publishing Group,Emerging Sources Citation Index
2513,Journal of Global Health,Q1,Int Soc Global Health,Science Citation Index Expanded | Social Sciences Citation Index
2514,Journal of Geophysical Research G: Biogeosciences,Q1,,
2515,Nonlinear Dynamics,Q1,Springer,Science Citation Index Expanded
2516,IEEE Geoscience and Remote Sensing Letters,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
2517,Dental Materials,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2518,"Psychology and Psychotherapy: Theory, Research and Practice",Q1,,
2519,Asian Journal of Pharmaceutical Sciences,Q1,Shenyang Pharmaceutical Univ,Science Citation Index Expanded | Scopus
2520,Headache,Q1,Wiley,Science Citation Index Expanded
2521,American Journal of Physiology - Heart and Circulatory Physiology,Q1,,
2522,Biochemical Journal,Q1,Portland Press Ltd,Science Citation Index Expanded
2523,Postharvest Biology and Technology,Q1,Elsevier,Science Citation Index Expanded
2524,SIAM Journal on Control and Optimization,Q1,Siam Publications,Science Citation Index Expanded
2525,Journal of Management Analytics,Q1,Routledge Journals,Social Sciences Citation Index
2526,Molecular Microbiology,Q1,Wiley,Science Citation Index Expanded
2527,Engineering Fracture Mechanics,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
2528,Consumption Markets and Culture,Q1,,
2529,Journal of Empirical Finance,Q1,Elsevier,Social Sciences Citation Index
2530,Random Structures and Algorithms,Q1,,
2531,PaleoAmerica,Q1,Routledge Journals,Emerging Sources Citation Index
2532,Ecosystems and People,Q1,Taylor & Francis Ltd,Emerging Sources Citation Index
2533,Journal of Science Education and Technology,Q1,Springer,Science Citation Index Expanded | Social Sciences Citation Index
2534,Organic Chemistry Frontiers,Q1,Royal Soc Chemistry,Science Citation Index Expanded
2535,Journal of Information Security and Applications,Q1,Elsevier,Science Citation Index Expanded
2536,American Antiquity,Q1,Cambridge Univ Press,Social Sciences Citation Index | Arts & Humanities Citation Index
2537,Ocean Science,Q1,Copernicus Gesellschaft Mbh,Science Citation Index Expanded
2538,Journal of Endocrinology,Q1,Bioscientifica Ltd,Science Citation Index Expanded
2539,Frontiers in Endocrinology,Q1,Frontiers Media Sa,Science Citation Index Expanded
2540,Journal of acquired immune deficiency syndromes (1999),Q1,,
2541,Asia-Pacific Journal of Ophthalmology,Q1,Asia-Pacific Acad Ophthalmology-Apao,Science Citation Index Expanded
2542,Journal of Molecular Medicine,Q1,,
2543,Journal of Systems Architecture,Q1,Elsevier,Science Citation Index Expanded
2544,FEBS Letters,Q1,Wiley,Science Citation Index Expanded
2545,Annals of Thoracic Surgery,Q1,Elsevier Science Inc,Science Citation Index Expanded
2546,British Accounting Review,Q1,Elsevier Sci Ltd,Social Sciences Citation Index
2547,Ear and Hearing,Q1,Lippincott Williams & Wilkins,Science Citation Index Expanded
2548,Matter and Radiation at Extremes,Q1,Aip Publishing,Science Citation Index Expanded
2549,Research in International Business and Finance,Q1,Elsevier,Social Sciences Citation Index
2550,Glycobiology,Q1,Oxford Univ Press Inc,Science Citation Index Expanded
2551,Molecular Brain,Q2,Bmc,Science Citation Index Expanded
2552,European Journal of Orthodontics,Q1,Oxford Univ Press,Science Citation Index Expanded
2553,ACM Transactions on Knowledge Discovery from Data,Q1,Assoc Computing Machinery,Science Citation Index Expanded
2554,Medical Care Research and Review,Q1,Sage Publications Inc,Science Citation Index Expanded | Social Sciences Citation Index
2555,Oral Oncology,Q1,Elsevier,Science Citation Index Expanded
2556,Journal of Personality Assessment,Q1,Routledge Journals,Social Sciences Citation Index
2557,Journal of Fashion Marketing and Management,Q1,Emerald Group Publishing Ltd,Social Sciences Citation Index
2558,Journal of Bridge Engineering,Q1,Asce-Amer Soc Civil Engineers,Science Citation Index Expanded
2559,Journal of Periodontology,Q1,Wiley,Science Citation Index Expanded
2560,Expert Review of Anti-Infective Therapy,Q1,Taylor & Francis Ltd,Science Citation Index Expanded
2561,"Journal of Nutrition, Health and Aging",Q1,,
2562,APL Bioengineering,Q1,Aip Publishing,Science Citation Index Expanded
2563,Journal of Informetrics,Q1,Elsevier,Science Citation Index Expanded | Social Sciences Citation Index
2564,Innovative Food Science and Emerging Technologies,Q1,,
2565,Breast,Q1,Churchill Livingstone,Science Citation Index Expanded
2566,Systematic Reviews,Q1,Bmc,Science Citation Index Expanded
2567,Archives of Pathology and Laboratory Medicine,Q1,,
2568,International Journal of Behavioral Development,Q1,Sage Publications Ltd,Social Sciences Citation Index
2569,International Journal of Human Computer Studies,Q1,,
2570,Health Policy and Planning,Q1,Oxford Univ Press,Science Citation Index Expanded | Social Sciences Citation Index
2571,International Journal of Mental Health and Addiction,Q1,Springer,Science Citation Index Expanded | Social Sciences Citation Index | Scopus
2572,Economics of Education Review,Q1,Pergamon-Elsevier Science Ltd,Social Sciences Citation Index
2573,Mental Health and Physical Activity,Q1,Elsevier Sci Ltd,Social Sciences Citation Index
2574,IEEE Transactions on Circuits and Systems II: Express Briefs,Q1,,
2575,Clinical Chemistry and Laboratory Medicine,Q1,Walter De Gruyter Gmbh,Science Citation Index Expanded
2576,Development and Change,Q1,Wiley,Social Sciences Citation Index
2577,Electrochimica Acta,Q1,Pergamon-Elsevier Science Ltd,Science Citation Index Expanded
2578,Classical and Quantum Gravity,Q1,Iop Publishing Ltd,Science Citation Index Expanded
2579,IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
2580,European Journal of Psychology of Education,Q1,Springer,Social Sciences Citation Index
2581,Journal of Cranio-Maxillo-Facial Surgery,Q1,,
2582,Advances in Water Resources,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2583,Chinese Journal of Chemistry,Q1,Wiley-V C H Verlag Gmbh,Science Citation Index Expanded
2584,American Mineralogist,Q1,Mineralogical Soc Amer,Science Citation Index Expanded
2585,Medical Decision Making,Q1,Sage Publications Inc,Science Citation Index Expanded | Social Sciences Citation Index
2586,Nursing Ethics,Q1,Sage Publications Ltd,Science Citation Index Expanded | Social Sciences Citation Index
2587,"Technology, Pedagogy and Education",Q1,,
2588,IEEE Transactions on Neural Systems and Rehabilitation Engineering,Q1,Ieee-Inst Electrical Electronics Engineers Inc,Science Citation Index Expanded
2589,Probability Surveys,Q1,Probability Surveys,Emerging Sources Citation Index
2590,Attachment and Human Development,Q1,,
2591,Journal of Accounting and Public Policy,Q1,Elsevier Science Inc,Social Sciences Citation Index
2592,AIDS,Q1,Lippincott Williams & Wilkins,Science Citation Index Expanded
2593,European Psychologist,Q1,Hogrefe Publishing Corp,Social Sciences Citation Index
2594,Investigative Ophthalmology and Visual Science,Q1,,
2595,Computers and Structures,Q1,,
2596,Financial Analysts Journal,Q1,Routledge Journals,Social Sciences Citation Index
2597,Journal of Industrial Economics,Q1,Wiley,Social Sciences Citation Index
2598,Mindfulness,Q1,Springer,Social Sciences Citation Index
2599,Journal of Inflammation,Q1,,
2600,Perspectives on Medical Education,Q1,Ubiquity Press Ltd,Science Citation Index Expanded
2601,Pain Reports,Q1,Lippincott Williams & Wilkins,Emerging Sources Citation Index
2602,Sustainable Energy and Fuels,Q1,,
2603,Journal of the European Ceramic Society,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2604,Biochimica et Biophysica Acta - Bioenergetics,Q1,,
2605,Journal of Clinical Lipidology,Q1,Elsevier Science Inc,Science Citation Index Expanded
2606,Nonlinear Analysis: Real World Applications,Q1,,
2607,Policy Sciences,Q1,Springer,Social Sciences Citation Index
2608,Endocrine-Related Cancer,Q1,Bioscientifica Ltd,Science Citation Index Expanded
2609,Comparative Education,Q1,Routledge Journals,Social Sciences Citation Index
2610,Theory into Practice,Q1,Routledge Journals,Social Sciences Citation Index
2611,Cytometry. Part A : the journal of the International Society for Analytical Cytology,Q1,,
2612,JBI evidence implementation,Q1,Lippincott Williams & Wilkins,Science Citation Index Expanded
2613,Environment and Planning C: Politics and Space,Q1,,
2614,Journal of Women's Health,Q1,,
2615,Soil Dynamics and Earthquake Engineering,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2616,International Psychogeriatrics,Q1,Cambridge Univ Press,Science Citation Index Expanded | Social Sciences Citation Index
2617,Journal of Sex Research,Q1,Routledge Journals,Social Sciences Citation Index
2618,Public Health Reports,Q1,Sage Publications Inc,Science Citation Index Expanded | Social Sciences Citation Index
2619,BMJ Open Sport and Exercise Medicine,Q1,,
2620,Plant Science,Q1,Elsevier Ireland Ltd,Science Citation Index Expanded
2621,Education and Information Technologies,Q1,Springer,Social Sciences Citation Index
2622,"Housing, Theory and Society",Q1,,
2623,Heart Failure Reviews,Q1,Springer,Science Citation Index Expanded
2624,Hepatology Research,Q1,Wiley,Science Citation Index Expanded
2625,Business and Politics,Q1,Cambridge Univ Press,Social Sciences Citation Index
2626,Journal of Biomolecular NMR,Q1,Springer,Science Citation Index Expanded
2627,Regional Science and Urban Economics,Q1,Elsevier,Social Sciences Citation Index
2628,Scandinavian Journal of Public Health,Q1,Sage Publications Ltd,Science Citation Index Expanded | Social Sciences Citation Index
2629,Hippocampus,Q1,Wiley,Science Citation Index Expanded
2630,Diabetic Medicine,Q1,Wiley,Science Citation Index Expanded
2631,Research in Higher Education,Q1,Springer,Social Sciences Citation Index
2632,Journal of Comparative Neurology,Q1,Wiley,Science Citation Index Expanded
2633,Robotics and Autonomous Systems,Q1,Elsevier,Science Citation Index Expanded
2634,Mutation Research - Reviews in Mutation Research,Q1,,
2635,Molecular Medicine,Q1,Springer,Science Citation Index Expanded
2636,Journal of Molecular Diagnostics,Q1,Elsevier Science Inc,Science Citation Index Expanded
2637,Biomacromolecules,Q1,Amer Chemical Soc,Science Citation Index Expanded
2638,Journal of Industrial Integration and Management,Q1,, | Scopus
2639,Health Communication,Q1,Routledge Journals,Social Sciences Citation Index
2640,Language,Q1,Linguistic Soc Amer,Social Sciences Citation Index | Arts & Humanities Citation Index
2641,Journal of clinical and experimental hematopathology : JCEH,Q1,,
2642,Journal of Pharmaceutical Analysis,Q1,Elsevier,Science Citation Index Expanded
2643,Philosophical Studies,Q1,Springer,Arts & Humanities Citation Index
2644,Journal of Enterprise Information Management,Q1,Emerald Group Publishing Ltd,Social Sciences Citation Index
2645,Journal of Behavioral and Experimental Finance,Q1,Elsevier,Social Sciences Citation Index
2646,Topics in Cognitive Science,Q1,Wiley,Social Sciences Citation Index
2647,Icarus,Q1,Academic Press Inc Elsevier Science,Science Citation Index Expanded
2648,Clinical Genetics,Q1,Wiley,Science Citation Index Expanded
2649,Best Practice and Research in Clinical Rheumatology,Q1,,
2650,NDT and E International,Q1,,
2651,Journal of Research in Reading,Q1,Wiley,Social Sciences Citation Index
2652,Policy and Internet,Q1,Wiley,Social Sciences Citation Index
2653,"Journal of Guidance, Control, and Dynamics",Q1,,
2654,Journal d'Analyse Mathematique,Q1,,
2655,Clinical Pharmacokinetics,Q1,Adis Int Ltd,Science Citation Index Expanded
2656,Restoration Ecology,Q1,Wiley,Science Citation Index Expanded
2657,Computational Linguistics,Q1,Mit Press,Science Citation Index Expanded | Social Sciences Citation Index | Arts & Humanities Citation Index
2658,Administration and Society,Q1,,
2659,Frontiers in Synaptic Neuroscience,Q2,Frontiers Media Sa,Science Citation Index Expanded
2660,Telemedicine Journal and e-Health,Q1,,
2661,Malaria Journal,Q1,Bmc,Science Citation Index Expanded
2662,ASTIN Bulletin,Q1,,
2663,Sleep Medicine,Q1,Elsevier,Science Citation Index Expanded
2664,Current Opinion in HIV and AIDS,Q1,Lippincott Williams & Wilkins,Science Citation Index Expanded
2665,Journal of Traffic and Transportation Engineering (English Edition),Q1,,
2666,Extreme Mechanics Letters,Q1,Elsevier,Science Citation Index Expanded
2667,Electronic Journal of Probability,Q1,Inst Mathematical Statistics-Ims,Science Citation Index Expanded
2668,Venture Capital,Q1,Routledge Journals,Social Sciences Citation Index
2669,Science and Medicine in Football,Q1,Taylor & Francis Ltd,Science Citation Index Expanded
2670,Bulletin of Earthquake Engineering,Q1,Springer,Science Citation Index Expanded
2671,Frontiers in Molecular Biosciences,Q1,Frontiers Media Sa,Science Citation Index Expanded
2672,Minds and Machines,Q1,Springer,Science Citation Index Expanded
2673,Journal of Building Engineering,Q1,Elsevier,Science Citation Index Expanded
2674,International Journal of Geriatric Psychiatry,Q1,Wiley,Science Citation Index Expanded | Social Sciences Citation Index
2675,Journal of Rheumatology,Q1,J Rheumatol Publ Co,Science Citation Index Expanded
2676,Cancer Imaging,Q1,Bmc,Science Citation Index Expanded
2677,Design Studies,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2678,Chinese Physics C,Q1,Iop Publishing Ltd,Science Citation Index Expanded
2679,Frontiers in Plant Science,Q1,Frontiers Media Sa,Science Citation Index Expanded
2680,Signal Processing,Q1,Elsevier,Science Citation Index Expanded
2681,User Modeling and User-Adapted Interaction,Q1,Springer,Science Citation Index Expanded
2682,British Journal of Sociology,Q1,Wiley,Social Sciences Citation Index
2683,Cancer cytopathology,Q1,Wiley,Science Citation Index Expanded
2684,Public Health,Q1,W B Saunders Co Ltd,Science Citation Index Expanded | Social Sciences Citation Index
2685,Economica,Q1,Wiley,Social Sciences Citation Index
2686,International Journal of Mental Health Nursing,Q1,Wiley,Science Citation Index Expanded | Social Sciences Citation Index
2687,Chemistry - A European Journal,Q1,,
2688,Materials Today Chemistry,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2689,Transportation Geotechnics,Q1,Elsevier,Science Citation Index Expanded
2690,Journal of Broadcasting and Electronic Media,Q1,,
2691,Marine Structures,Q1,Elsevier Sci Ltd,Science Citation Index Expanded
2692,ACM Transactions on Sensor Networks,Q1,Assoc Computing Machinery,Science Citation Index Expanded
